Header Level,Header Text,Content
h5,PO 10Life-long learning,Recognize the need for and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.
h5,Fee,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,IQAC-Manual,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Master of Science in Data Science(M.Sc.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,4 Semesters(2 Years),
h3,,
h3,Overview,
h3,Course Curriculum,
h3,Programme Educational Objectives (PEOs),"PEO 1: Be skilled data scientists, use existing techniques to develop Computer Engineering, Data Science solutions, Provide computer based solutions for real life problems, design, develop and test real life data science applications for specific needs. PEO 2: Understand the concepts and theories behind data science and adapt to the upcoming trends and technologies to the level of developing of commercially viable, robust and reliable software by ensuring that projects are completed satisfactorily, on time, and within budget. PEO 3: Work as a member of a team and communicate effectively across team members, to be equipped to be competent in the field of computer science and be equipped to act as business administrators or as administrators in public, private and government organisations or become an entrepreneur. PEO 4: Understand environmental, legal, cultural, social, ethical, public safety issues work along with engineering, medical, ICT professionals and scientists to assist them in their research and development work after further training."
h3,Programme Outcomes (POs),
h3,Programme Handbooks,
h3,Programme Specific Outcomes,"PSO 1:Apply the latest trends in technology to design, develop and test data scientists and related applications for specific needs. PSO 2:Explore the concepts and theories behind data science to develop innovative software applications. PSO 3:Instill life-long learning skills through the development of a research environment and higher educational opportunities."
h3,Career Opportunities,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,B E / B Tech in ECE / IT / EEE / CSE / ISE / TE / BCA / M.Sc or B.Sc in Computer Science / Mathematics / Information Science / Information Technology with a minimum of 50% (45% in case of SC/ST) marks in aggregate from any recognized University / Institution or AMIE or any other qualification recognized as equivalent thereto.
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Course Duration,
h5,Sem - 1,
h5,Sem - 2,
h5,Sem - 3,
h5,Sem - 4,
h5,PO 1,Disciplinary knowledge:Capable of demonstrating comprehensive knowledge and understanding of data science that form a part of the graduate programme Master of Science in Data Science.
h5,PO 2,"Scientific reasoning:Ability to analyse, and understand concepts in Data science, and explain the theories behind Data science. critically evaluate ideas, logical reasoning and experiences in programming, software development and application development."
h5,PO 3,"Problem solving:Capacity to extrapolate and apply competencies to solve different kinds of non-familiar problems, such as solving of real life problems through computing, provide Solutions to computing problems, analyze existing algorithms of different applications, design and develop new algorithms, operate various commercial software tools to solve scientific and business problems."
h5,PO 4,Environment and Sustainability:Understand the issues of environmental contexts and sustainable development and provide solutions for the same using domain knowledge in data science.
h5,PO 5,"Research-related skills:Ability to recognize cause-and-effect relationships, define problems, formulate hypotheses, test hypotheses, analyze, interpret and draw conclusions from data, establish hypotheses, predict cause-and-effect relationships; ability to plan, execute and report the results of an experiment or investigation in current technologies."
h5,PO 6,"Ethics:Conduct as a responsible citizen by recognizing different value systems and understand and accept responsibility of the moral dimensions and take decisions which conform to cultural, environmental, sustainability and ethical issues for them."
h5,PO 7,"Cooperation/Team work:Ability to work effectively and respectfully with diverse teams; facilitate cooperative or coordinated effort on the part of a group, and act together as a group or a team in the interests of a common cause and work efficiently as a member of a team."
h5,PO 8,"Communication Skills:Ability to express thoughts and ideas effectively in writing and orally; Communicate with others using appropriate media; demonstrate the ability to listen carefully, read and write analytically, and present complex information in a clear and concise manner to different groups."
h5,PO 9,Self-directed and Life-long Learning:Acquire the ability to engage in independent and life-long learning in the broadest context socio-technological changes.
h5,Fee,
h1,B.Sc. (Hons.) Sports and Exercise Science(B.Sc.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,,
h3,Overview,
h3,Core Fields,The core subjects in this course includes :
h3,Course Curriculum,
h3,Programme Educational Objectives (PEOs),
h3,Programme Outcomes (POs),
h3,Programme Handbooks,
h3,Programme Specific Outcomes,
h3,Career Opportunities,Jobs directly related to your degree include:
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,Passed Standard XII (10+2) examination from any recognized Board.For Sports Quota: Participation in sports at the International/National/State/District level. In games recognized by the School Games Federation of India (SGFI) / Association of Indian Universities (AIU) are desirable.Note:Special intake quota is considered for people/Coaches/Elite athletes in sports.B.Sc. Sports Science Poster
h4,Advisory Board Members,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,PEO-1,"Students will apply scientific principles to enhance human performance in diverse contexts. They will possess practical skills to conduct assessments, design training programs, and optimize performance for individuals and athletes."
h5,PEO-2,"Students will possess research skills, critical thinking abilities, and professionalism for advancements in sports and exercise science, with diverse career opportunities and further specialization in related fields."
h5,PEO-3,"Students will exhibit professional competence, ethical conduct, and effective communication in sports and exercise science. They will be prepared for diverse careers in sports performance, exercise prescription, research, coaching, and sports administration, while having a foundation for further specialization and advanced study."
h5,PEO-4,"Students will prioritize lifelong learning to stay updated on emerging research and technologies in sports and exercise science. They will actively engage with communities, promoting physical activity, health, and wellness through education and outreach initiatives, benefiting diverse populations."
h5,PO 1Knowledge Base,
h5,PO 2Applied Skills,
h5,PO 3Research Proficiency,
h5,PO 4Measurement and Evaluation,
h5,PO 5Exercise Prescription,
h5,PO 6Injury Prevention and Rehabilitation,
h5,PO 7Professional Ethics,
h5,PO 8Communication and Collaboration,
h5,PO 9Lifelong Learning,
h5,PO 10Cultural Competence,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Employee Engagement (HR),
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,M.Tech in Computer Science and Engineering (PART TIME)(M.Tech.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,6 Semesters(3 Years),
h3,,
h3,Overview,
h3,Course Curriculum,
h3,Programme Educational Objectives (PEOs),"After few years of graduation, the graduates of M.Tech. (Computer Science and Engineering-Part Time) will be able to:"
h3,Programme Outcomes (POs),
h3,Programme Handbooks,
h3,Programme Specific Outcomes,"On successful completion of the program, the graduates of M. Tech. (Computer Science and Engineering) program will be able to:"
h3,Career Opportunities,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,Passed Bachelor's Degree or equivalent.Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying examination.
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Course Duration,
h5,Sem - 1,
h5,Sem - 2,
h5,Sem - 3,
h5,Sem - 4,
h5,Sem - 5,
h5,Sem - 6,
h5,PEO-1,"Have successful professional careers in industry, government, academia and military as innovative engineers."
h5,PEO-2,Successfully solve engineering problems associated with the lifecycle of Computer Science and Engineering either leading a team or as a team member.
h5,PEO-3,"Continue to learn and advance their careers through activities such as research and development, acquiring doctoral degree, participation in national level research programmes, teaching and research at university level etc."
h5,PEO-4,"Be active members ready to serve the society locally and internationally, may take up entrepreneurship for the growth of economy and to generate employment; and adopt the philosophy of lifelong learning to be aligned with economic and technological development."
h5,PO 1,"Demonstrate in-depth knowledge of specific discipline or professional area, including wider and global perspective, with an ability to discriminate, evaluate, analyze and synthesize existing and new knowledge, and integration of the same for enhancement of knowledge."
h5,PO 2,"Analyze complex engineering problems critically, apply independent judgment for synthesizing information to make intellectual and/or creative advances for conducting research in a wider theoretical, practical and policy context."
h5,PO 3,"Think laterally and originally, conceptualize and solve engineering problems, evaluate a wide range of potential solutions for those problems and arrive at feasible, optimal solutions after considering public health and safety, cultural, societal and environmental factors in the core areas of expertise."
h5,PO 4,"Extract information pertinent to unfamiliar problems through literature survey and experiments, apply appropriate research methodologies, techniques and tools, design, conduct experiments, analyze and interpret data, demonstrate higher order skill and view things in a broader perspective, contribute individually/in group(s) to the development of scientific/technological knowledge in one or more domains of engineering."
h5,PO 5,"Create, select, learn and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling, to complex engineering activities with an understanding of the limitations."
h5,PO 6,"Possess knowledge and understanding of group dynamics, recognize opportunities and contribute positively to collaborative-multidisciplinary scientific research, demonstrate a capacity for self-management and teamwork, decision-making based on open-mindedness, objectivity and rational analysis in order to achieve common goals and further the learning of themselves as well as others."
h5,PO 7,"Demonstrate knowledge and understanding of engineering and management principles and apply the same to one’s own work, as a member and leader in a team, manage projects efficiently in respective disciplines and multidisciplinary environments after consideration of economical and financial factors."
h5,PO 8,"Communicate with the engineering community, and with society at large, regarding complex engineering activities confidently and effectively, such as, being able to comprehend and write effective reports and design documentation by adhering to appropriate standards, make effective presentations, and give and receive clear instructions."
h5,PO 9,"Recognize the need for and have the preparation and ability to engage in life-long learning independently, with a high level of enthusiasm and commitment to improve knowledge and competence continuously."
h5,PO 10,"Acquire professional and intellectual integrity, professional code of conduct, ethics of research and scholarship, consideration of the impact of research outcomes on professional practices and an understanding of responsibility to contribute to the community for sustainable development of society."
h5,PO 11,Observe and examine critically the outcomes of one’s actions and make corrective measures subsequently and learn from mistakes without depending on external feedback (SELF learning).
h5,Fee,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Student Housing,
h2,1600+Students,
h2,1400+Students,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Halls of Residence,
h3,Boys Hostels,
h3,Girls Hostels,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA Student Housing is a home away from home. REVA has housing for boys and girls on the campus providing accommodation facilities. The housing blocks are aesthetically built and are situated amidst lush greenery. The University also has a guest house to facilitate parents and guests to stay when they come to visit their wards.,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Admissions Open for the Academic Year 2024-25,
h1,REVA Registration Process,
h2,Browse by School,
h2,Admisssion Helplines,
h2,Your Journey Begins Here: Register now with your email ID,
h2,"Admissions Openfor the AcademicYear
                                       2024-25",
h2,"Admissions Openfor the
                                       AcademicYear 2024-25",
h2,Your Journey Begins Here: Register now with your email ID,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Other,
h3,REVA Registration Process,
h3,Programmes,
h3,Accreditation & Rankings,
h3,Recruiting Partners,
h3,LIFE AT REVA,"We are a community of over 15,000 students that thrives on building the best for
                                 our students. The campus life is vibrant, inclusive, and academically driven."
h3,The REVA Edge-Personalized Student Experience with Salesforce,
h3,Follow Us,
h3,Follow Us,
h4,REVA University,
h4,School of Computing & Information Technology,
h4,School of Computer Science & Engineering,
h4,School of Electronics & Communication Engineering,
h4,School of Civil Engineering,
h4,School of Mechanical Engineering,
h4,School of Electrical & Electronics Engineering,
h4,School of Architecture,
h4,School of Legal Studies,
h4,School of Commerce,
h4,School of Management Studies,
h4,REVA Business School,
h4,School of Computer Science & Applications,
h4,School of Applied Sciences,
h4,School of Allied Health Sciences,
h4,"School of Arts, Humanities & Social Sciences",
h4,School of Performing Arts & Indic Studies,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560
                                          064 © RECT All Rights Reserved Website Design and Development by Sterco Digitex"
h5,ENGG,
h5,PG,
h5,PG Diploma,
h5,ENGG,
h5,PG,
h5,Ph.D.,
h5,ENGG,
h5,PG,
h5,Ph.D.,
h5,ENGG,
h5,PG,
h5,Ph.D.,
h5,ENGG,
h5,PG,
h5,Ph.D.,
h5,ENGG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,DIPLOMA,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,UG,
h5,PG,
h5,Ph.D.,
h5,CERTIFICATE/DIPLOMA,
h1,Ph.D (Computer Science and Applications)(Ph.D.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,,
h3,Overview,
h3,Duration of the Programme,
h3,REVA University Ph. D. Entrance Test (REVA PET),The University will conduct Entrance Test of 100 marks with 3 hours duration as under: Candidates invited should attend the interview-cum-counseling along with following original documents: Note:International Students can write entrance test online and the exemption of test is allowed to the eligible Candidates*. The selected candidates will have to attend the coursework for One semester offline. * CGPA above 4.8/5 & 15 years of Experience in Industry/Academia.
h3,Interview-cum-Counseling,"Candidates invited should attend the interview-cum-counseling along with following original documents: The performance in the interview / viva voce will be assessed for 50 marks. The Selection of candidates for provisional registration shall be based on the performance in the interview only provided further that such a selection depends on the availability of the guide in the subject / area of interest of the candidate. Selection and Provisional Registration Candidates selected should take admission after payment of prescribed fee in full within the notified date failing which they will automatically forfeit the seat. Candidates who are not selected for a Ph.D. program have to re-apply whenever the applications are invited again and go through the Entrance Test afresh. Course Work Those candidates who are registered for PhD should have to undergo course work of One Semester of SIX months and follow necessary conditions in the “REVA University Regulations Governing the Minimum Standards and Procedure for Award of Doctoral (Ph.D) Degree, 2022”."
h3,"The course work comprises of five courses, viz.,",
h3,Course Work:,"Course Work is an essential component of Research leading to Doctoral Degree. The provisionally registered candidates shall undergo Ph.D. Course Work of One Semester duration (16 weeks) from the date of Provisional Registration, prescribed by the University. The Scholars from abroad, who are qualified in the interview and with valid VISA, should undergo coursework in offline mode."
h3,The Scheme of Instruction and Assessment of Course Work:,"of Instruction, Scheme of Assessment and Evaluation (for candidates with PG degree) Scheme of Instruction, Scheme of Assessment and Evaluation (for candidates with UG degree) The coursework for candidates with UG degree shall be covered over a period of three semesters as follows: 1stSemester 2ndSemester 3rdSemester Scheme of Instruction, Scheme of Assessment and Evaluation (for experts from industries with PG qualification other than Computer Engineering/science to pursue Ph.D. in CSA) 1stSemester 2ndSemester The suggested program specific courses for such candidates can include not limited to the following: Data Structures, Algorithm Design, Operating systems, Database Management, Object oriented Analysis and Design, performance Modeling, Calculus and Discrete Mathematics. The guide and the doctoral members shall decide the program specific courses to be taken by the scholar."
h3,Admission Notification,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,"Subject to the conditions stipulated in these Regulations, the following persons are eligible to seek admission to the Ph.D. programme:Candidates for admission to the Ph. D programme shall have a Master's degree or a professional degree declared equivalent to the Master’s degree by the corresponding statutory regulatory body, with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever grading system is followed) or an equivalent degree from a foreign educational Institution accredited by an Assessment and Accreditation Agency which is approved, recognized or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country for the purpose of assessing, accrediting or assuring quality and standards of educational institutions.Candidates who have cleared the M. Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever grading system is followed) and successfully completing the M. Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated programme.A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, is allowed for those belonging to SC/ST/OBC (non-creamy layer) / differently-abled and other categories of candidates as per the decision of the UGC from time to time.The eligibility marks of 55% (or an equivalent grade in a point scale wherever grading system is followed) and the relaxation of 5% to the categories mentioned above are permissible based only on the qualifying marks without including the grace mark procedures.A person whose M. Phil. dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. programme on the condition that the admission is automatically withdrawn if the candidate fails to submit the marks cards / grade cards within one month after the closing date of admissions and also if he / she does not pass the M Phil with required marks / grades for admission to Ph D.Candidates possessing a Degree considered equivalent to M. Phil. Degree of an Indian Institution, from a Foreign Educational Institution accredited by an Assessment and Accreditation Agency which is approved, recognized or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country for the purpose of assessing, accrediting or assuring quality and standards of educational institutions, shall be eligible for admission to Ph.D. programme.To encourage experts from industries to pursue their passions for continuous learning in the field of computer science, candidates with rich industrial experience and possessing any Master’s degree can be permitted to Pursue research in Computer Science and Applications. However, such candidates should undergo two semesters of course work with a total credit of 30.Candidates from abroad with relevant degree should submit equivalence certificate to pursue Ph.D. in REVA UniversityCandidates with four-year degree programme with minimum of 70% aggregate or equivalent grade in UGC 7 -point scale are eligible for Ph.D. programme.Documents Check List"
h4,Documents Check List,
h4,PhD Entrance Syllabus 2024,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Fee,
h1,Bachelor of Science in Computer Science with specialization in Cloud computing and Big Data(B.Sc.),
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,6 Semesters(3 Years),
h3,,
h3,Overview,
h3,Course Curriculum,
h3,Programme Educational Objectives (PEOs),Graduates of Bachelor of Science (Honors) Computer Science-Cloud Computing and Big Data will be able to:
h3,Programme Outcomes (POs),
h3,Programme Handbooks,
h3,Programme Specific Outcomes,Graduates of the Bachelor of Science (Honors) Computer Science-Cloud Computing and Big Data programme will be able to:
h3,Career Opportunities,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Eligibility Criteria,"Pass in PUC/10+2 examination with Mathematics / Computer Science / Statistics / Information Technology / Informatics Practices as compulsory subject along with other subjects and obtained minimum 45% marks (40% in case of candidate belonging to SC/ST category) in the above subjects taken together, of any Board / Council recognized by the respective State Government /Central Government / Union Territories or any other qualification recognized as equivalent thereto."
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Course Duration,
h5,Sem - 1,
h5,Sem - 2,
h5,Sem - 3,
h5,Sem - 4,
h5,Sem - 5,
h5,Sem - 6,
h5,PEO-1,"Be cloud engineers, data analysts, data scientists and cloud architects and Operate various cloud related commercial software tools to solve scientiﬁc and business problems."
h5,PEO-2,"Be computer Application Developers, Algorithm Developers, Computer Programmers and to work alongside engineering, medical, ICT professionals and scientists to assist them in setting up a cloud in their area of domain."
h5,PEO-3,"Adopt lifelong learning philosophy for continuous improvement to which qualiﬁes them to become professionals in various levels as administrators in public, private organizations or as scientists in research establishments."
h5,PEO-4,"Understand environmental, legal, cultural, social, ethical, public safety issues and work as a member of a team and communicate effectively across team members to set his/her own enterprise with further training."
h5,PO 1,Disciplinary knowledge:Capable of demonstrating comprehensive knowledge and understanding of computer science with specialization in Cloud computing and Big data analytics that form a part of B.Sc (Honors) in Computer Science– Cloud Computing and Big Data.
h5,PO 2,"Scientific reasoning:Ability to analyse, and understand concepts in computer science, critically evaluate ideas, logical reasoning and experiences in programming, algorithm development and application development."
h5,PO 3,"Problem solving:Capacity to extrapolate and apply competencies to solve different kinds of non-familiar problems, such as design cloud-based Solutions/Architecture, develop and deploy scalable cloud application using popular cloud platforms, build private cloud, Public Cloud & Hybrid."
h5,PO 4,Environment and Sustainability:Understand the issues of environmental contexts and sustainable development and provide solutions for the same using domain knowledge in Cloud computing.
h5,PO 5,"Research-related skills:Ability to recognize cause-and-effect relationships, define problems, formulate hypotheses, test hypotheses, analyze, interpret and draw conclusions from data, establish hypotheses, predict cause-and-effect relationships; ability to plan, execute and report the results of an experiment or investigation in data analytics."
h5,PO 6,"Ethics:Conduct as a responsible citizen by recognizing different value systems and understand the moral dimensions of decisions, and accept responsibility for them."
h5,PO 7,"Cooperation/Team work:Ability to work effectively and respectfully with diverse teams; facilitate cooperative or coordinated effort on the part of a group, and act together as a group or a team in the interests of a common cause and work efficiently as a member of a team."
h5,PO 8,"Communication Skills:Ability to express thoughts and ideas effectively in writing and orally; communicate with others using appropriate media demonstrate the ability to listen carefully, read and write analytically, and present complex information in a clear and concise manner to different groups"
h5,PO 9,Self-directed and Life-long Learning:Acquire the ability to engage in independent and life-long learning in the broadest context socio-technological changes by choosing appropriate online programmes.
h5,Fee,
h1,MEDIA COVERAGE,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,The REVA University Diaries - Exploring Excellenc,Read more
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
